parentid,objectid,title,collection,date_created,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
,garycoll021,KC Exposures photo collage from Tisha Taylor's Birthday Bash at Soakie's,gary_carrington_collection,4-29-2004,"Pictures published in K.C. Exposures on April 29, 2004, from Tisha Taylor's Birthday Bash, including regular performers and guests, at Soakie's. The succeeding owners of Soakie’s (who are dually Salvatore A. “Soakie” Rinaldo's nephew and niece-in-law) Jimmy and Sue can be seen smiling next to Tisha.",Tisha Taylor’s Birthday Bash; Soakie’s; KC Exposures; Jim; Sue; Salvatore,"Soakie's (Kansas City, MO)",,,"gary_carrington_collection, {B/qKC}",TishaTaylorBirthdayBash001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorBirthdayBash_KC_Exposures_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylorbirthdaybash_kc_exposures_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylorbirthdaybash_kc_exposures_garycarringtoncollection_bqkc_th.jpg,"A clipping from the magazine, KC Exposures, displays images from Tisha Taylor's 2004 Birthday Bash at Soakie's.",
,garycoll022,"KC Exposures photo collage from ""Duke & Duches 2003"" pageant",gary_carrington_collection,1-30-2003,"A collage of photos from a lesbian pageant competition, ""Duke & Dutches 2003,"" at Soakie's, printed in K.C. Exposures on January 30, 2003.",“Duke & Dutches 2003” Pageant; Soakie’s; KC Exposures,"Soakie's (Kansas City, MO)",,,"gary_carrington_collection, {B/qKC}",DukeDutchessPageant2003001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/DukeDutchessPageant2003001_KC_Exposures_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/dukedutchesspageant2003001_kc_exposures_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/dukedutchesspageant2003001_kc_exposures_garycarringtoncollection_bqkc_th.jpg,"A clipping from the magazine, KC Exposures, displays images from a pageant at Soakie's.",
,garycoll023,"KC Exposures invitation to Tisha Taylor's ""Stairway of Life Cele-bration""",gary_carrington_collection,04-22-2004,"A K.C. Exposures publication from April 22, 2004, inviting the community to Tisha Taylor's ""Stairway of Life Cele-bration"". ",Tisha Taylor; KC Exposures; Invitation,"Kansas City, MO",,,"gary_carrington_collection, {B/qKC}",TishaTaylorStairway001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/TishaTaylorStairway001_KC_Exposures_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tishataylorstairway001_kc_exposures_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tishataylorstairway001_kc_exposures_garycarringtoncollection_bqkc_th.jpg,"The cover of a magazine, KC Exposures, provides invitation details for a show at Soakie's. ",
,garycoll024,KC Exposures map of gay bars in Kansas City,gary_carrington_collection,07-14-2002,"A map of gay bars in Kansas City, created by weekly gay circular K.C. Exposures, published on July 14, 2002. 13 total bars are on the map.",Map; Gay Bars; KC Exposures,"Kansas City, MO",,,"gary_carrington_collection, {B/qKC}",NightlifeCityMap001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/NightlifeCityMap_KC_Exposures_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/nightlifecitymap_kc_exposures_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/nightlifecitymap_kc_exposures_garycarringtoncollection_bqkc_th.jpg,A map of gay bars in Kansas City.,
,garycoll025,"Gary Carrington and the competitors of the ""Mr. Soakie's 2003"" pageant",gary_carrington_collection,ca. 2003,"Gary Carrington crouches in front of ""Mr. Soakie's 2003"" pageant competitors.",Gary Carrington; Mr. Soakie’s; Pageant; Tremaine Scott; Silk Williams,"Soakie's (Kansas City, MO)",,,"gary_carrington_collection, {B/qKC}",MrSoakies2003001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/MrSoakies2003001_Soakies_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mrsoakies2003001_soakies_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mrsoakies2003001_soakies_garycarringtoncollection_bqkc_th.jpg,A group of Soakie's performers pose for the camera together. A few adorn crowns. ,
,garycoll026,"KC Exposures photo of the ""Mr. Soakie's 2003"" pageant winner, Silk Williams",gary_carrington_collection,05-20-2003,"A March 20, 2003 excerpt of K.C. Exposures documenting the ""Mr. Soakie's 2003"" pageant. Winner, Silk Williams (bottom right), stands solo.",Silk Williams; Mr. Soakie’s; KC Exposures,"Soakie's (Kansas City, MO)",,,"gary_carrington_collection, {B/qKC}",MrSoakies2003002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/MrSoakies2003002_KC_Exposures_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mrsoakies2003002_kc_exposures_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mrsoakies2003002_kc_exposures_garycarringtoncollection_bqkc_th.jpg,"A magazine page with B&W images from the ""Mr. Soakie's 2003"" pageant.",
,garycoll027,"KC Exposures photo of the ""Mr. Soakie's 2003"" pageant winner, Silk Williams, and first runner up, Tremaine Scott",gary_carrington_collection,05-20-2003,"The crowned winner of Mr. Soakies 2003, Silk Williams (left), pictured alongside ""Tremaine Scott, First Runner Up"" in K.C. Exposures.",Silk Williams; Mr. Soakie’s; KC Exposures,"Soakie's (Kansas City, MO)",,,"gary_carrington_collection, {B/qKC}",MrSoakies2003003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/MrSoakies2003003_KC_Exposures_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/mrsoakies2003003_kc_exposures_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/mrsoakies2003003_kc_exposures_garycarringtoncollection_bqkc_th.jpg,"Four black and white photo panels printed in a newspaper. The top three panels are all entrants in Mr. and Miss Soakie's; the bottom panel shows winner of the 2003 competition, Silk Williams, alongside friends and runner-up, Tremaine Scott.",
,garycoll028,"KC Exposures photos from the ""Mr. & Miss Black Gay Pride"" pageant",gary_carrington_collection,07-18-2002,"Photos from ""Mr. & Miss Black Gay Pride"", a pageant coinciding with Kansas City’s annual Black Pride in August, published by K.C. Exposures on July 18, 2002.",Black Gay Pride; KC Exposures,"Soakie's (Kansas City, MO)",,,"gary_carrington_collection, {B/qKC}",MissBlackGayPride001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/MissBlackGayPride001_KC_Exposures_GaryCarringtonCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/missblackgaypride001_kc_exposures_garycarringtoncollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/missblackgaypride001_kc_exposures_garycarringtoncollection_bqkc_th.jpg,"A magazine page with B&W images of performers at the ""Miss Black Gay Pride"" pageant of Soakie's.",
,garycoll029,"""The Father,"" interview with Gary Carrington",gary_carrington_collection,04-18-2025,"Video history interview with Gary Carrington as he talks about his life and upbringing in Kansas City, and the rise and fall of Soakie's",Gary Carrington; video; interview,"Charlotte Street Foundation (Kansas City, MO)",39.06681552,-94.60381974,"gary_carrington_collection, {B/qKC}",VideoHistory003,Image;MovingImage,video/mp4,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Gary Carrington, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,video,https://youtu.be/eN1WFfZSBzc,https://img.youtube.com/vi/eN1WFfZSBzc/hqdefault.jpg,https://img.youtube.com/vi/eN1WFfZSBzc/mqdefault.jpg,,/objects/videohistory003_transcript.txt
,starlacoll001,Starla Carr at home,starla_carr_collection,ca.1993-2004,Starla Carr poses for a photo inside of her home. She wears a blue V-neck sweater and black pants.,"Starla Carr
","Kansas City, MO",,,"starla_carr_collection, {B/qKC}",StarlaCarr001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/StarlaCarr001_Home_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/starlacarr001_home_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/starlacarr001_home_starlacarrcollection_bqkc_th.jpg,Starla Carr sits in a chair at her home.,
,starlacoll002,Starla Carr with her car,starla_carr_collection,ca.1993-2004,Starla Carr poses for a photo in front of her white sedan.,"Starla Carr
","Kansas City, MO",,,"starla_carr_collection, {B/qKC}",StarlaCarr002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/StarlaCarr002_Car_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/starlacarr002_car_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/starlacarr002_car_starlacarrcollection_bqkc_th.jpg,Starla Carr stands in front of a white sedan.,
,starlacoll003,Starla Carr as MT,starla_carr_collection,ca.1993-2004,"Starla Carr in her drag persona, ""MT"".",Starla Carr; Drag,"Kansas City, MO",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",StarlaCarr003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/StarlaCarr003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/starlacarr003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/starlacarr003_soakies_starlacarrcollection_bqkc_th.jpg,"Starla Carr dressed in her masculine drag persona, ""MT""",
,starlacoll004,MT; Soakie's Jukebox,starla_carr_collection,ca.1993-2004,Starla Carr poses in front of the jukebox at Soakie’s in a matching denim jacket and pants.,Starla Carr; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",StarlaCarr004,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/StarlaCarr004_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/starlacarr004_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/starlacarr004_soakies_starlacarrcollection_bqkc_th.jpg,Starla Carr stands in front of Soakie's jukebox while dressed in her masculine drag persona.,
,starlacoll005,Starla Carr and friends at Soakie's,starla_carr_collection,ca.1993-2004,Starla Carr (right) stands with friends at Soakie's.,Starla Carr; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",StarlaCarr005,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/StarlaCarr005_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/starlacarr005_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/starlacarr005_soakies_starlacarrcollection_bqkc_th.jpg,Three patrons of Soakie's smile to the camera.,
,starlacoll006,"Starla Carr as ""RIRI;"" Wetherbee's",starla_carr_collection,ca.1993-2004,"Starla Carr performing in her alter ego, ""RIRI"", at Wetherbee's.",Starla Carr; Wetherbee’s; Performance,"Wetherbee's (Kansas City, MO)",39.1860159,-94.549337,"starla_carr_collection, {B/qKC}",StarlaCarr006,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/StarlaCarr006_Wetherbees_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/starlacarr006_wetherbees_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/starlacarr006_wetherbees_starlacarrcollection_bqkc_th.jpg,"Starla Carr performs in her alter ego, ""RIRI"", at Wetherbee's.",
,starlacoll007,"Sparkle Iman competes for ""Mr. & Miss Black Gay Pride 2003"" at Soakie's",starla_carr_collection,ca. 2003,"The local entertainer, Sparkle Iman, competes for ""Mr. and Miss Black Gay Pride 2003"" at Soakie's. She dons an American flag-themed gown and crystal jewelry.",Sparkle Iman; Black Gay Pride; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman001,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman001_MissBlackGayPride2003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman001_missblackgaypride2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman001_missblackgaypride2003_soakies_starlacarrcollection_bqkc_th.jpg,A feminine performer at Soakie's looks to the crowd in an American flag-themed dress. ,
,starlacoll008,"Sparkle Iman poses for the audience of ""Mr. & Miss Black Gay Pride 2003"" at Soakie's",starla_carr_collection,ca. 2003,"Sparkle Iman strikes a pose for the audience at Soakie's ""Mr. and Miss Black Gay Pride 2003"".",Sparkle Iman; Black Gay Pride; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman002,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman002_MissBlackGayPride2003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman002_missblackgaypride2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman002_missblackgaypride2003_soakies_starlacarrcollection_bqkc_th.jpg,A feminine performer at Soakie's poses in an American flag-themed dress. ,
,starlacoll009,"Sparkle Iman next to the judge's table for ""Mr. & Miss Black Gay Pride 2003"" at Soakie's",starla_carr_collection,ca. 2003,"Sparkle Iman stands next to the judge's table for the ""Mr. and Miss Black Gay Pride 2003"" at Soakie's.",Sparkle Iman; Black Gay Pride; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman003,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman003_MissBlackGayPride2003_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman003_missblackgaypride2003_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman003_missblackgaypride2003_soakies_starlacarrcollection_bqkc_th.jpg,A feminine performer at Soakie's looks to the judge's table.,
,starlacoll010,Sparkle Iman performs at Soakie's,starla_carr_collection,ca.1993-2004,"Sparkle Iman performs at Soakie's wearing a flowy, white maxi dress.",Sparkle Iman; Soakie’s; Performance,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman004,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman004_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman004_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman004_soakies_starlacarrcollection_bqkc_th.jpg,A feminine performer at Soakie's entertains the crowd.,
,starlacoll011,Sparkle Iman smiles for the audience at Soakie's,starla_carr_collection,ca.1993-2004,Sparkle Iman smiles for the crowd at Soakie's.,Sparkle Iman; Soakie’s,"Soakie's (Kansas City, MO)",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",SparkleIman005,Image;StillImage,image/jpeg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/SparkleIman005_Soakies_StarlaCarrCollection_BqKC.jpeg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/sparkleiman005_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/sparkleiman005_soakies_starlacarrcollection_bqkc_th.jpg,A feminine performer at Soakie's smiles to the audience,
,starlacoll012,Tracy Carrington poses,starla_carr_collection,ca.1993-2004,"Tracy Carrington poses in a black, asymmetrical dress.",Tracy Carrington,"Kansas City, MO",39.09985985,-94.58322563,"starla_carr_collection, {B/qKC}",Tracy001,Image;StillImage,image/jpg,eng,"In Copyright - Educational Use Permitted. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. IPR remains with Starla Carr, a license has been granted to allow reuse in perpetuity for educational and research purposes. For more information, please contact Nasir Anthony Montalvo at 1800nasi@tutamail.com.",https://creativecommons.org/licenses/by-nc-nd/4.0/,image,https://bafybeidjhth6baxump5j5osng62eagkmoy2lnzlm5kg5spb6tspgcc63mm.ipfs.dweb.link/Tracy001_Soakies_StarlaCarrCollection_BqKC.jpg,https://bafybeie2ig3qx5bgu3sue2hqeymti4isgvzfb657a7x2qv2q33rlg4xb34.ipfs.dweb.link/tracy001_soakies_starlacarrcollection_bqkc_sm.jpg,https://bafybeig2qdhiublgswnfv57lhmamucnx7neyihltbxebc7nbpqobmhqxvi.ipfs.dweb.link/tracy001_soakies_starlacarrcollection_bqkc_th.jpg,A patron of Soakie's smiles to the camera.,
